2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2
2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,6,14,6,6,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,8,12,8,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,7,9,14,10,7,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
2,2,2,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,7,13,14,251,13,9,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
2,2,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,6,7,7,8,10,251,251,251,10,7,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
2,2,3,4,4,4,4,4,4,4,4,4,5,5,5,5,6,10,14,9,10,12,251,251,251,11,10,7,7,9,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
2,2,3,4,4,4,4,4,4,4,4,5,5,6,6,6,7,20,251,15,251,251,251,251,251,251,251,11,18,18,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
2,3,4,4,4,4,4,4,4,5,5,6,6,6,6,7,8,11,141,251,251,251,251,251,251,251,251,251,251,13,7,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,3,4,4,4,4,4,5,5,7,7,6,6,7,7,8,21,43,251,251,251,251,251,251,251,251,251,251,251,10,7,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,4,4,4,5,5,5,6,7,13,9,8,35,8,8,9,147,251,251,251,251,251,251,251,251,251,251,251,251,24,29,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
2,4,5,5,5,5,6,6,7,10,18,15,80,19,11,11,251,251,251,251,251,251,251,251,251,251,251,251,251,251,8,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
2,5,5,5,5,6,6,6,8,11,20,251,251,251,251,15,251,251,251,251,251,251,251,251,251,251,251,251,251,251,9,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
2,5,5,5,6,7,7,10,12,44,251,251,251,251,251,53,251,251,251,251,251,251,251,251,251,251,251,251,251,55,7,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
2,6,7,10,8,9,10,13,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,9,7,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
2,6,7,10,8,9,10,13,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,9,7,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
2,5,5,5,6,7,7,10,12,44,251,251,251,251,251,53,251,251,251,251,251,251,251,251,251,251,251,251,251,55,7,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
2,5,5,5,5,6,6,6,8,11,20,251,251,251,251,15,251,251,251,251,251,251,251,251,251,251,251,251,251,251,9,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
2,4,5,5,5,5,6,6,7,10,18,15,80,19,11,11,251,251,251,251,251,251,251,251,251,251,251,251,251,251,8,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
2,4,4,4,5,5,5,6,7,13,9,8,35,8,8,9,147,251,251,251,251,251,251,251,251,251,251,251,251,24,29,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2
2,3,4,4,4,4,4,5,5,7,7,6,6,7,7,8,21,43,251,251,251,251,251,251,251,251,251,251,251,10,7,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,3,4,4,4,4,4,4,4,5,5,6,6,6,6,7,8,11,141,251,251,251,251,251,251,251,251,251,251,13,7,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2
2,2,3,4,4,4,4,4,4,4,4,5,5,6,6,6,7,20,251,15,251,251,251,251,251,251,251,11,18,18,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
2,2,3,4,4,4,4,4,4,4,4,4,5,5,5,5,6,10,14,9,10,12,251,251,251,11,10,7,7,9,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
2,2,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,6,7,7,8,10,251,251,251,10,7,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
2,2,2,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,7,13,14,251,13,9,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,7,9,14,10,7,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,8,12,8,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,6,14,6,6,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2
